,asset,latitude,longitude,time,SPEED,HEADING,REASONS,DISTANCE_TRAVELED,ODOMETER,LOADTS,STATUS
6689,185,39.127957,-84.605776,2/1/2018 8:10,17.1,NNE,7,22.6,28080.0,2/1/2018 8:10,31
6727,185,39.129159,-84.61036999999999,2/1/2018 8:08,0.0,NNW,12,22.3,28079.7,2/1/2018 8:08,8223
6738,185,39.127928999999995,-84.608513,2/1/2018 8:09,24.7,E,7,22.5,28079.9,2/1/2018 8:09,31
6768,185,39.129159,-84.61036999999999,2/1/2018 8:08,0.0,NNW,"12,9",22.3,28079.7,2/1/2018 8:08,9247
6818,185,39.128085,-84.610098,2/1/2018 8:09,3.4,S,7,22.4,28079.8,2/1/2018 8:09,31
6834,185,39.128138,-84.610097,2/1/2018 8:09,13.8,S,12,22.4,28079.8,2/1/2018 8:09,8223
6887,185,39.127846000000005,-84.606176,2/1/2018 8:10,11.4,E,7,22.6,28080.0,2/1/2018 8:10,31
6926,185,39.129159,-84.61036999999999,2/1/2018 8:08,0.0,NNW,7,22.3,28079.7,2/1/2018 8:08,31
6968,185,39.129159,-84.61036999999999,2/1/2018 8:07,0.0,NNW,7,22.3,28079.7,2/1/2018 8:08,31
6979,185,39.127947,-84.60889399999999,2/1/2018 8:09,24.2,E,12,22.5,28079.8,2/1/2018 8:09,8223
6998,185,39.129159,-84.61036999999999,2/1/2018 8:08,0.0,NNW,7,22.3,28079.7,2/1/2018 8:08,31
7003,185,39.129159,-84.61036999999999,2/1/2018 8:07,0.0,NNW,9,-0.1,28057.3,2/1/2018 8:08,42015
7042,185,39.129006,-84.61009,2/1/2018 8:09,4.5,SEE,7,22.3,28079.7,2/1/2018 8:09,31
7081,185,39.127836,-84.606078,2/1/2018 8:10,0.0,E,"12,9",22.6,28080.0,2/1/2018 8:10,9247
7105,185,39.128578999999995,-84.610038,2/1/2018 8:09,15.7,S,7,22.4,28079.7,2/1/2018 8:09,31
7172,185,39.129159,-84.61036999999999,2/1/2018 8:08,0.0,NNW,"12,9",22.3,28079.7,2/1/2018 8:08,9247
7206,185,39.129159,-84.61036999999999,2/1/2018 8:08,0.0,NNW,7,22.3,28079.7,2/1/2018 8:08,31
7273,185,39.129159,-84.61036999999999,2/1/2018 8:08,0.0,NNW,12,22.3,28079.7,2/1/2018 8:08,40991
7279,185,39.129159,-84.61036999999999,2/1/2018 8:09,0.0,NNW,7,22.3,28079.7,2/1/2018 8:09,31
7284,185,39.129159,-84.61036999999999,2/1/2018 8:08,0.0,NNW,7,22.3,28079.7,2/1/2018 8:08,31
7323,185,39.129159,-84.61036999999999,2/1/2018 8:08,0.0,NNW,7,22.3,28079.7,2/1/2018 8:08,31
7367,185,39.129073,-84.610238,2/1/2018 8:09,3.7,E,"12,10",22.3,28079.7,2/1/2018 8:09,9247
7397,185,39.129159,-84.61036999999999,2/1/2018 8:09,0.0,NNW,7,22.3,28079.7,2/1/2018 8:09,31
7436,185,39.128037,-84.610045,2/1/2018 8:09,8.2,SE,"12,10",22.4,28079.8,2/1/2018 8:09,9247
7451,185,39.130376,-84.60778499999999,2/1/2018 8:11,35.7,NW,12,22.8,28080.2,2/1/2018 8:11,8223
7499,185,39.128639,-84.60593100000001,2/1/2018 8:10,29.0,NNW,12,22.7,28080.1,2/1/2018 8:10,8223
7547,185,39.129159,-84.61036999999999,2/1/2018 8:07,0.0,NNW,"12,9",0.0,28057.4,2/1/2018 8:08,9247
7603,185,39.127832,-84.60601,2/1/2018 8:10,9.9,E,"12,10",22.6,28080.0,2/1/2018 8:10,9247
7668,185,39.127849,-84.60637,2/1/2018 8:10,20.0,E,12,22.6,28080.0,2/1/2018 8:10,8223
7722,185,39.129159,-84.61036999999999,2/1/2018 8:08,0.0,NNW,7,22.3,28079.7,2/1/2018 8:08,31
7728,185,39.127856,-84.60719,2/1/2018 8:10,27.1,E,7,22.6,28079.9,2/1/2018 8:10,31
7733,185,39.128921999999996,-84.606034,2/1/2018 8:10,29.8,NNW,7,22.7,28080.1,2/1/2018 8:10,31
7786,185,39.129159,-84.61036999999999,2/1/2018 8:08,0.0,NNW,12,22.3,28079.7,2/1/2018 8:08,8223
7859,185,39.127984999999995,-84.609791,2/1/2018 8:09,18.1,E,7,22.4,28079.8,2/1/2018 8:09,31
7881,185,39.129477,-84.606442,2/1/2018 8:10,33.9,NW,12,22.7,28080.1,2/1/2018 8:10,8223
7914,185,39.129670000000004,-84.60670400000001,2/1/2018 8:10,35.1,NW,7,22.8,28080.2,2/1/2018 8:10,31
8001,185,39.128716,-84.610045,2/1/2018 8:09,13.6,S,12,22.4,28079.7,2/1/2018 8:09,8223
8015,185,39.129159,-84.61036999999999,2/1/2018 8:08,0.0,NNW,12,22.3,28079.7,2/1/2018 8:08,8223
8045,185,39.129159,-84.61036999999999,2/1/2018 8:07,5.0,NNW,10,-0.1,28057.3,2/1/2018 8:08,42015
8126,185,39.129159,-84.61036999999999,2/1/2018 8:09,0.0,NNW,12,22.3,28079.7,2/1/2018 8:09,8223
8158,185,39.127836,-84.606078,2/1/2018 8:10,0.0,E,7,22.6,28080.0,2/1/2018 8:10,31
8199,185,39.127885,-84.607671,2/1/2018 8:10,25.7,E,12,22.5,28079.9,2/1/2018 8:10,8223
8266,185,39.129159,-84.61036999999999,2/1/2018 8:08,0.0,NNW,12,22.3,28079.7,2/1/2018 8:08,8223
8382,185,39.137759,-84.614227,2/1/2018 8:14,0.0,SW,7,-0.5,28079.7,2/1/2018 8:14,31
8383,185,39.140606,-84.605673,2/1/2018 8:23,25.4,E,7,1.4,28081.2,2/1/2018 8:23,31
8389,185,39.132779,-84.6104,2/1/2018 8:11,37.0,NNW,7,0.2,28080.4,2/1/2018 8:11,31
8400,185,39.137759,-84.614227,2/1/2018 8:19,0.0,SW,12,0.0,28079.7,2/1/2018 8:19,8223
8413,185,39.140333,-84.600637,2/1/2018 8:24,31.1,E,12,1.7,28081.5,2/1/2018 8:24,8223
8421,185,39.140538,-84.604711,2/1/2018 8:23,25.8,E,7,1.4,28081.2,2/1/2018 8:23,31
8433,185,39.140723,-84.60824000000001,2/1/2018 8:23,29.2,E,12,1.3,28081.1,2/1/2018 8:23,40991
8438,185,39.137759,-84.614227,2/1/2018 8:19,0.0,SW,12,0.0,28079.7,2/1/2018 8:19,8223
8441,185,39.136277,-84.613694,2/1/2018 8:11,31.9,NW,12,0.5,28080.7,2/1/2018 8:11,8223
8445,185,39.137759,-84.614227,2/1/2018 8:19,0.0,SW,12,0.0,28079.7,2/1/2018 8:19,8223
8448,185,39.142099,-84.59264,2/1/2018 8:25,11.1,NEE,12,1.4,28081.2,2/1/2018 8:25,8223
8466,185,39.137759,-84.614227,2/1/2018 8:12,0.0,SW,12,-0.5,28079.7,2/1/2018 8:12,40991
8474,185,39.142195,-84.592471,2/1/2018 8:25,29.2,NE,10,1.3,28081.1,2/1/2018 8:25,42015
8484,185,39.140829,-84.610419,2/1/2018 8:22,29.6,E,12,1.5,28081.3,2/1/2018 8:22,8223
8487,185,39.137759,-84.614227,2/1/2018 8:13,0.0,SW,12,-0.5,28079.7,2/1/2018 8:14,8223
8492,185,39.137759,-84.614227,2/1/2018 8:16,0.0,SW,7,0.0,28079.7,2/1/2018 8:16,31
8506,185,39.137759,-84.614227,2/1/2018 8:20,0.0,SW,12,0.0,28079.7,2/1/2018 8:20,8223
8510,185,39.137759,-84.614227,2/1/2018 8:17,0.0,SW,7,0.0,28079.7,2/1/2018 8:17,31
8531,185,39.139511,-84.61372800000001,2/1/2018 8:20,29.2,N,"7,10",0.0,28079.7,2/1/2018 8:20,1055
8548,185,39.140817,-84.61352,2/1/2018 8:21,0.0,N,"12,9",0.0,28079.8,2/1/2018 8:21,9247
8549,185,39.137759,-84.614227,2/1/2018 8:13,0.0,SW,12,-0.5,28079.7,2/1/2018 8:13,8223
8558,185,39.137759,-84.614227,2/1/2018 8:17,0.0,SW,7,0.0,28079.7,2/1/2018 8:17,31
8565,185,39.140493,-84.603728,2/1/2018 8:23,26.6,E,12,1.5,28081.3,2/1/2018 8:23,8223
8568,185,39.137759,-84.614227,2/1/2018 8:14,0.0,SW,"12,9",-0.5,28079.7,2/1/2018 8:14,9247
8570,185,39.140732,-84.608461,2/1/2018 8:23,30.2,E,7,1.6,28081.4,2/1/2018 8:23,31
8582,185,39.137759,-84.614227,2/1/2018 8:13,0.0,SW,12,-0.5,28079.7,2/1/2018 8:13,8223
8626,185,39.140817,-84.61352,2/1/2018 8:21,0.0,N,7,0.0,28079.8,2/1/2018 8:21,31
8676,185,39.140901,-84.613475,2/1/2018 8:22,10.3,NE,7,0.0,28079.8,2/1/2018 8:22,31
8689,185,39.137759,-84.614227,2/1/2018 8:19,0.0,SW,7,0.0,28079.7,2/1/2018 8:19,31
8701,185,39.137759,-84.614227,2/1/2018 8:16,0.0,SW,7,-0.5,28079.7,2/1/2018 8:16,31
8708,185,39.137759,-84.614227,2/1/2018 8:17,0.0,SW,12,0.0,28079.7,2/1/2018 8:18,8223
8717,185,39.140467,-84.60331500000001,2/1/2018 8:23,26.8,E,7,1.5,28081.3,2/1/2018 8:23,31
8723,185,39.137759,-84.614227,2/1/2018 8:16,0.0,SW,7,0.0,28079.7,2/1/2018 8:16,31
8766,185,39.137759,-84.614227,2/1/2018 8:19,0.0,SW,"12,9",0.0,28079.7,2/1/2018 8:19,9247
8776,185,39.140597,-84.595169,2/1/2018 8:24,31.3,NE,7,1.6,28081.4,2/1/2018 8:24,31
8783,185,39.137759,-84.614227,2/1/2018 8:18,0.0,SW,12,0.0,28079.7,2/1/2018 8:18,8223
8785,185,39.137759,-84.614227,2/1/2018 8:12,0.0,SW,"12,9",0.6,28080.9,2/1/2018 8:12,9247
8797,185,39.137759,-84.614227,2/1/2018 8:15,0.0,SW,"7,9",-0.5,28079.7,2/1/2018 8:15,1055
8808,185,39.140678,-84.607236,2/1/2018 8:23,21.9,E,12,1.4,28081.2,2/1/2018 8:23,8223
8830,185,39.140895,-84.611779,2/1/2018 8:22,18.0,E,"12,10",1.4,28081.2,2/1/2018 8:22,9247
8838,185,39.137759,-84.614227,2/1/2018 8:15,0.0,SW,"12,9",-0.5,28079.7,2/1/2018 8:15,9247
8864,185,39.137759,-84.614227,2/1/2018 8:20,0.0,SW,7,0.0,28079.7,2/1/2018 8:20,31
8869,185,39.137759,-84.614227,2/1/2018 8:14,0.0,SW,7,-0.5,28079.7,2/1/2018 8:14,31
8870,185,39.140817,-84.61352,2/1/2018 8:21,0.0,N,12,0.0,28079.8,2/1/2018 8:21,8223
8876,185,39.137759,-84.614227,2/1/2018 8:19,0.0,SW,7,0.0,28079.7,2/1/2018 8:19,31
8885,185,39.137759,-84.614227,2/1/2018 8:17,0.0,SW,12,0.0,28079.7,2/1/2018 8:17,40991
8899,185,39.140221999999994,-84.598534,2/1/2018 8:24,31.4,E,12,1.4,28081.2,2/1/2018 8:24,8223
8902,185,39.137759,-84.614227,2/1/2018 8:15,0.0,SW,12,-0.5,28079.7,2/1/2018 8:15,8223
8910,185,39.137759,-84.614227,2/1/2018 8:15,0.0,SW,"12,9",-0.5,28079.7,2/1/2018 8:15,9247
8915,185,39.141075,-84.594389,2/1/2018 8:24,32.1,NE,12,1.6,28081.4,2/1/2018 8:24,8223
8921,185,39.137759,-84.614227,2/1/2018 8:17,0.0,SW,"12,9",0.0,28079.7,2/1/2018 8:17,9247
8925,185,39.140134,-84.596369,2/1/2018 8:24,29.8,E,7,1.5,28081.3,2/1/2018 8:24,31
8938,185,39.137759,-84.614227,2/1/2018 8:17,0.0,SW,7,0.0,28079.7,2/1/2018 8:17,31
8971,185,39.137759,-84.614227,2/1/2018 8:18,0.0,SW,7,0.0,28079.7,2/1/2018 8:18,31
8973,185,39.137759,-84.614227,2/1/2018 8:13,0.0,SW,12,-0.5,28079.7,2/1/2018 8:13,8223
8975,185,39.137759,-84.614227,2/1/2018 8:18,0.0,SW,7,0.0,28079.7,2/1/2018 8:18,31
8979,185,39.13151,-84.609391,2/1/2018 8:11,40.3,NW,7,0.1,28080.3,2/1/2018 8:11,31
8986,185,39.137759,-84.614227,2/1/2018 8:17,0.0,SW,7,0.0,28079.7,2/1/2018 8:18,31
9006,185,39.137759,-84.614227,2/1/2018 8:19,0.0,SW,7,0.0,28079.7,2/1/2018 8:19,31
9019,185,39.137759,-84.614227,2/1/2018 8:16,0.0,SW,7,0.0,28079.7,2/1/2018 8:16,31
9021,185,39.137759,-84.614227,2/1/2018 8:14,0.0,SW,12,-0.5,28079.7,2/1/2018 8:14,8223
9022,185,39.140894,-84.612043,2/1/2018 8:22,0.0,E,12,1.4,28081.2,2/1/2018 8:22,8223
9049,185,39.140817,-84.61352,2/1/2018 8:21,0.0,N,7,0.0,28079.8,2/1/2018 8:21,31
9067,185,39.137759,-84.614227,2/1/2018 8:18,0.0,SW,7,0.0,28079.7,2/1/2018 8:18,31
9075,185,39.140817,-84.61352,2/1/2018 8:21,0.0,N,7,0.0,28079.8,2/1/2018 8:21,31
9087,185,39.137759,-84.614227,2/1/2018 8:14,0.0,SW,12,-0.5,28079.7,2/1/2018 8:14,8223
9094,185,39.140869,-84.613505,2/1/2018 8:22,8.6,NNE,10,0.0,28079.8,2/1/2018 8:22,9247
9095,185,39.137759,-84.614227,2/1/2018 8:13,0.0,SW,7,-0.5,28079.7,2/1/2018 8:13,31
9121,185,39.137759,-84.614227,2/1/2018 8:13,0.0,SW,7,-0.5,28079.7,2/1/2018 8:13,31
9123,185,39.139278000000004,-84.61375,2/1/2018 8:20,0.0,N,9,0.0,28079.7,2/1/2018 8:20,42015
9140,185,39.141385,-84.59388100000001,2/1/2018 8:24,30.2,NE,7,1.6,28081.5,2/1/2018 8:24,31
9141,185,39.140709,-84.607916,2/1/2018 8:23,23.8,E,7,1.3,28081.1,2/1/2018 8:23,31
9145,185,39.140894,-84.612043,2/1/2018 8:22,0.0,E,7,1.4,28081.2,2/1/2018 8:22,31
9148,185,39.137759,-84.614227,2/1/2018 8:12,0.0,SW,12,-0.5,28079.7,2/1/2018 8:12,8223
9165,185,39.137759,-84.614227,2/1/2018 8:18,0.0,SW,7,0.0,28079.7,2/1/2018 8:18,31
9166,185,39.137759,-84.614227,2/1/2018 8:16,0.0,SW,7,0.0,28079.7,2/1/2018 8:16,31
9180,185,39.141932000000004,-84.59298199999999,2/1/2018 8:24,16.9,NE,7,1.3,28081.1,2/1/2018 8:24,31
9189,185,39.137759,-84.614227,2/1/2018 8:14,0.0,SW,7,-0.5,28079.7,2/1/2018 8:14,31
9206,185,39.137759,-84.614227,2/1/2018 8:16,0.0,SW,"12,9",0.0,28079.7,2/1/2018 8:16,9247
9220,185,39.137759,-84.614227,2/1/2018 8:15,0.0,SW,12,-0.5,28079.7,2/1/2018 8:15,8223
9228,185,39.142228,-84.592407,2/1/2018 8:25,8.1,NEE,"12,10",1.3,28081.1,2/1/2018 8:25,9247
9233,185,39.140817,-84.61352,2/1/2018 8:21,0.0,N,"12,9",0.0,28079.8,2/1/2018 8:21,9247
9241,185,39.140894,-84.61205,2/1/2018 8:22,0.0,E,"12,9",1.4,28081.2,2/1/2018 8:22,9247
9245,185,39.137759,-84.614227,2/1/2018 8:17,0.0,SW,"12,9",0.0,28079.7,2/1/2018 8:17,9247
9250,185,39.137759,-84.614227,2/1/2018 8:12,0.0,SW,7,-0.5,28079.7,2/1/2018 8:12,31
9256,185,39.140304,-84.600151,2/1/2018 8:24,29.2,E,7,1.3,28081.1,2/1/2018 8:24,32799
9262,185,39.136562,-84.613928,2/1/2018 8:11,26.4,NNW,7,0.5,28080.8,2/1/2018 8:11,31
9274,185,39.137759,-84.614227,2/1/2018 8:18,0.0,SW,12,0.0,28079.7,2/1/2018 8:18,8223
9296,185,39.137759,-84.614227,2/1/2018 8:12,0.0,SW,7,-0.5,28079.7,2/1/2018 8:13,31
9331,185,39.137759,-84.614227,2/1/2018 8:18,0.0,SW,12,0.0,28079.7,2/1/2018 8:18,8223
9340,185,39.137759,-84.614227,2/1/2018 8:18,0.0,SW,12,0.0,28079.7,2/1/2018 8:18,8223
9342,185,39.130596000000004,-84.60813900000001,2/1/2018 8:11,35.1,NW,7,0.0,28080.2,2/1/2018 8:11,31
9378,185,39.133525,-84.610956,2/1/2018 8:11,33.9,NNW,12,0.3,28080.5,2/1/2018 8:11,8223
9420,185,39.137759,-84.614227,2/1/2018 8:19,0.0,SW,7,0.0,28079.7,2/1/2018 8:19,31
9444,185,39.137759,-84.614227,2/1/2018 8:14,0.0,SW,12,-0.5,28079.7,2/1/2018 8:14,8223
9446,185,39.137759,-84.614227,2/1/2018 8:17,0.0,SW,7,0.0,28079.7,2/1/2018 8:18,31
9476,185,39.140405,-84.602166,2/1/2018 8:23,28.8,E,12,1.6,28081.4,2/1/2018 8:23,8223
9478,185,39.137759,-84.614227,2/1/2018 8:15,0.0,SW,12,-0.5,28079.7,2/1/2018 8:15,8223
9484,185,39.137475,-84.61389,2/1/2018 8:12,18.9,N,12,0.6,28080.8,2/1/2018 8:12,8223
9485,185,39.137759,-84.614227,2/1/2018 8:16,0.0,SW,7,0.0,28079.7,2/1/2018 8:16,31
9510,185,39.140747,-84.60878000000001,2/1/2018 8:23,32.4,E,12,1.6,28081.4,2/1/2018 8:23,8223
9521,185,39.137759,-84.614227,2/1/2018 8:19,0.0,SW,12,0.0,28079.7,2/1/2018 8:19,8223
9525,185,39.134722,-84.611933,2/1/2018 8:11,30.4,NNW,7,0.4,28080.6,2/1/2018 8:11,31
9547,185,39.137759,-84.614227,2/1/2018 8:14,0.0,SW,7,-0.5,28079.7,2/1/2018 8:14,31
9564,185,39.132317,-84.610063,2/1/2018 8:11,38.8,NNW,12,0.2,28080.4,2/1/2018 8:11,8223
9569,185,39.137739,-84.61392099999999,2/1/2018 8:20,9.8,NNE,"12,10",0.0,28079.7,2/1/2018 8:20,9247
9571,185,39.137589,-84.61385899999999,2/1/2018 8:12,3.8,N,7,0.6,28080.8,2/1/2018 8:12,31
9586,185,39.137759,-84.614227,2/1/2018 8:18,0.0,SW,7,0.0,28079.7,2/1/2018 8:18,31
9602,185,39.140445,-84.595422,2/1/2018 8:24,29.5,NE,12,1.5,28081.3,2/1/2018 8:24,8223
9604,185,39.137673,-84.61393000000001,2/1/2018 8:12,9.7,NW,"12,10",0.6,28080.8,2/1/2018 8:12,9247
9605,185,39.140817,-84.61352,2/1/2018 8:21,0.0,N,7,0.0,28079.8,2/1/2018 8:21,31
9629,185,39.137759,-84.614227,2/1/2018 8:18,0.0,SW,7,0.0,28079.7,2/1/2018 8:18,31
9635,185,39.140902000000004,-84.612263,2/1/2018 8:22,13.3,E,7,1.4,28081.2,2/1/2018 8:22,31
9636,185,39.140384000000005,-84.60172,2/1/2018 8:23,28.3,E,7,1.6,28081.4,2/1/2018 8:23,31
9652,185,39.140938,-84.61318,2/1/2018 8:22,19.5,E,7,1.3,28081.1,2/1/2018 8:22,31
9653,185,39.137759,-84.614227,2/1/2018 8:13,0.0,SW,7,-0.5,28079.7,2/1/2018 8:13,31
9659,185,39.137759,-84.614227,2/1/2018 8:13,0.0,SW,12,-0.5,28079.7,2/1/2018 8:13,8223
9688,185,39.137761,-84.614227,2/1/2018 8:12,0.0,SW,"12,9",0.6,28080.9,2/1/2018 8:12,9247
9705,185,39.137759,-84.614227,2/1/2018 8:13,0.0,SW,"12,9",-0.5,28079.7,2/1/2018 8:13,9247
9716,185,39.137759,-84.614227,2/1/2018 8:13,0.0,SW,7,-0.5,28079.7,2/1/2018 8:13,31
9724,185,39.140884,-84.611439,2/1/2018 8:22,24.6,E,7,1.4,28081.2,2/1/2018 8:22,31
9738,185,39.137759,-84.614227,2/1/2018 8:16,0.0,SW,12,0.0,28079.7,2/1/2018 8:16,8223
9748,185,39.137923,-84.613902,2/1/2018 8:20,18.6,N,7,0.0,28079.7,2/1/2018 8:20,31
9780,185,39.137759,-84.614227,2/1/2018 8:15,0.0,SW,7,-0.5,28079.7,2/1/2018 8:15,31
9788,185,39.140555,-84.60495999999999,2/1/2018 8:23,22.5,E,12,1.4,28081.2,2/1/2018 8:23,8223
9789,185,39.137759,-84.614227,2/1/2018 8:17,0.0,SW,7,0.0,28079.7,2/1/2018 8:18,31
9791,185,39.137759,-84.614227,2/1/2018 8:16,0.0,SW,12,0.0,28079.7,2/1/2018 8:16,8223
9794,185,39.137759,-84.614227,2/1/2018 8:14,0.0,SW,7,-0.5,28079.7,2/1/2018 8:14,32799
9802,185,39.140619,-84.606075,2/1/2018 8:23,25.9,E,12,1.4,28081.2,2/1/2018 8:23,8223
9804,185,39.137759,-84.614227,2/1/2018 8:18,0.0,SW,12,0.0,28079.7,2/1/2018 8:18,8223
9815,185,39.142195,-84.592471,2/1/2018 8:25,0.0,NE,"7,9",1.3,28081.1,2/1/2018 8:25,1055
9817,185,39.137759,-84.614227,2/1/2018 8:12,0.0,SW,7,-0.5,28079.7,2/1/2018 8:12,31
9821,185,39.137759,-84.614227,2/1/2018 8:14,0.0,SW,7,-0.5,28079.7,2/1/2018 8:14,31
9836,185,39.133691999999996,-84.611088,2/1/2018 8:11,32.5,NNW,7,0.3,28080.5,2/1/2018 8:11,31
9848,185,39.137735,-84.614023,2/1/2018 8:12,10.8,NW,7,0.6,28080.9,2/1/2018 8:12,31
9852,185,39.137759,-84.614227,2/1/2018 8:14,0.0,SW,12,-0.5,28079.7,2/1/2018 8:14,8223
9853,185,39.134465000000006,-84.61171999999999,2/1/2018 8:11,30.3,NNW,12,0.3,28080.6,2/1/2018 8:11,8223
9863,185,39.138928,-84.613785,2/1/2018 8:20,28.7,N,12,0.1,28079.8,2/1/2018 8:20,8223
9865,185,39.137759,-84.614227,2/1/2018 8:16,0.0,SW,12,0.0,28079.7,2/1/2018 8:16,8223
9879,185,39.140146,-84.596847,2/1/2018 8:24,31.9,E,12,1.5,28081.3,2/1/2018 8:24,8223
9891,185,39.137759,-84.614227,2/1/2018 8:20,0.0,SW,7,0.0,28079.7,2/1/2018 8:20,31
9899,185,39.137759,-84.614227,2/1/2018 8:19,0.0,SW,12,0.0,28079.7,2/1/2018 8:19,8223
9901,185,39.137759,-84.614227,2/1/2018 8:12,0.0,SW,7,-0.5,28079.7,2/1/2018 8:12,32799
9909,185,39.135374,-84.612587,2/1/2018 8:11,33.0,NW,12,0.4,28080.7,2/1/2018 8:11,8223
9925,185,39.14025,-84.599177,2/1/2018 8:24,30.8,E,7,1.3,28081.1,2/1/2018 8:24,31
9939,185,39.140915,-84.612502,2/1/2018 8:22,18.9,E,12,1.4,28081.2,2/1/2018 8:22,8223
9944,185,39.137759,-84.614227,2/1/2018 8:18,0.0,SW,12,0.0,28079.7,2/1/2018 8:18,8223
9951,185,39.137759,-84.614227,2/1/2018 8:15,0.0,SW,7,-0.5,28079.7,2/1/2018 8:15,31
9959,185,39.14215,-84.592556,2/1/2018 8:25,9.5,NE,7,1.4,28081.2,2/1/2018 8:25,31
9961,185,39.137759,-84.614227,2/1/2018 8:12,0.0,SW,"12,9",-0.5,28079.7,2/1/2018 8:12,9247
9976,185,39.142195,-84.592471,2/1/2018 8:25,0.0,NE,7,1.3,28081.1,2/1/2018 8:25,31
9979,185,39.137759,-84.614227,2/1/2018 8:19,0.0,SW,7,0.0,28079.7,2/1/2018 8:19,31
10018,185,39.137759,-84.614227,2/1/2018 8:15,0.0,SW,7,-0.5,28079.7,2/1/2018 8:15,31
10032,185,39.140663,-84.606868,2/1/2018 8:23,24.3,E,7,1.3,28081.1,2/1/2018 8:23,31
10040,185,39.137759,-84.614227,2/1/2018 8:13,0.0,SW,7,-0.5,28079.7,2/1/2018 8:13,31
10075,185,39.135560999999996,-84.612842,2/1/2018 8:11,34.4,NW,7,0.4,28080.7,2/1/2018 8:11,31
10076,185,39.140894,-84.612043,2/1/2018 8:22,0.0,E,7,1.4,28081.2,2/1/2018 8:22,31
10078,185,39.140837,-84.61352099999999,2/1/2018 8:22,0.0,N,12,0.0,28079.8,2/1/2018 8:22,8223
10090,185,39.137759,-84.614227,2/1/2018 8:16,0.0,SW,"12,9",0.0,28079.7,2/1/2018 8:16,9247
10096,185,39.141740999999996,-84.593295,2/1/2018 8:24,27.0,NE,12,1.7,28081.5,2/1/2018 8:24,8223
10103,185,39.140805,-84.609939,2/1/2018 8:22,31.2,E,7,1.5,28081.3,2/1/2018 8:22,31
10139,185,39.137699,-84.614069,2/1/2018 8:20,0.0,SEE,"12,9",0.0,28079.7,2/1/2018 8:20,9247
10167,185,39.131205,-84.609064,2/1/2018 8:11,38.1,NW,12,0.1,28080.3,2/1/2018 8:11,8223
10175,185,39.140817,-84.61352,2/1/2018 8:21,0.0,N,7,0.0,28079.8,2/1/2018 8:21,31
10198,185,39.137759,-84.614227,2/1/2018 8:20,0.0,SW,7,0.0,28079.7,2/1/2018 8:20,31
10271,185,39.137759,-84.614227,2/1/2018 8:19,0.0,SW,7,0.0,28079.7,2/1/2018 8:19,31
10273,185,39.140817,-84.61352,2/1/2018 8:21,0.0,N,12,0.0,28079.8,2/1/2018 8:21,8223
10289,185,39.140285999999996,-84.599988,2/1/2018 8:24,29.2,E,12,1.3,28081.1,2/1/2018 8:24,40991
10299,185,39.137759,-84.614227,2/1/2018 8:12,0.0,SW,7,0.6,28080.9,2/1/2018 8:12,31
10301,185,39.140195,-84.597952,2/1/2018 8:24,32.7,E,7,1.4,28081.2,2/1/2018 8:24,31
10308,185,39.137759,-84.614227,2/1/2018 8:17,0.0,SW,12,0.0,28079.7,2/1/2018 8:17,8223
10320,185,39.142195,-84.592471,2/1/2018 8:25,0.0,NE,12,1.3,28081.1,2/1/2018 8:25,8223
10324,185,39.137759,-84.614227,2/1/2018 8:17,0.0,SW,12,0.0,28079.7,2/1/2018 8:18,40991
10327,185,39.137759,-84.614227,2/1/2018 8:20,0.0,SW,12,0.0,28079.7,2/1/2018 8:20,8223
10329,185,39.137759,-84.614227,2/1/2018 8:13,0.0,SW,12,-0.5,28079.7,2/1/2018 8:13,40991
10330,185,39.142225,-84.592192,2/1/2018 8:25,14.3,SE,7,1.3,28081.1,2/1/2018 8:25,31
10349,185,39.142195,-84.592471,2/1/2018 8:25,0.0,NE,"12,9",1.4,28081.2,2/1/2018 8:25,9247
10361,185,39.137759,-84.614227,2/1/2018 8:16,0.0,SW,12,0.0,28079.7,2/1/2018 8:16,8223
10370,185,39.137759,-84.614227,2/1/2018 8:14,0.0,SW,12,-0.5,28079.7,2/1/2018 8:14,40991
10391,185,39.140939,-84.613398,2/1/2018 8:22,29.2,NEE,12,1.3,28081.1,2/1/2018 8:22,40991
10441,185,39.137694,-84.61405500000001,2/1/2018 8:20,0.0,SEE,7,0.0,28079.7,2/1/2018 8:20,31
10453,185,39.137759,-84.614227,2/1/2018 8:16,0.0,SW,7,0.0,28079.7,2/1/2018 8:16,31
10459,185,39.137759,-84.614227,2/1/2018 8:13,0.0,SW,7,-0.5,28079.7,2/1/2018 8:13,31
10465,185,39.137759,-84.614227,2/1/2018 8:14,0.0,SW,7,-0.5,28079.7,2/1/2018 8:14,31
10473,185,39.140817,-84.61352,2/1/2018 8:21,0.0,N,12,0.0,28079.8,2/1/2018 8:21,8223
10477,185,39.137759,-84.614227,2/1/2018 8:18,0.0,SW,"12,9",0.0,28079.7,2/1/2018 8:18,9247
10514,185,39.139884,-84.551438,2/1/2018 8:31,32.7,SSE,12,-1.0,28081.4,2/1/2018 8:31,8223
10537,185,39.146223,-84.57235899999999,2/1/2018 8:28,0.0,NE,"7,9",0.3,28081.4,2/1/2018 8:28,1055
10544,185,39.146227,-84.572355,2/1/2018 8:29,0.0,NE,12,0.3,28081.4,2/1/2018 8:29,8223
10570,185,39.134762,-84.536519,2/1/2018 8:35,0.0,SSE,7,-1.2,28081.2,2/1/2018 8:35,31
